frame,arxiv,doi,year,neg_sites,neg_values,neg_attributed,pos_sites,pos_values,pos_attributed,frac_sites,frac_attributed,frac_indexed,spurfrac_sites,spurfrac_attributed,spurfrac_indexed,spurious_terms,successor_criteria
A,2212.11971,10.1051/0004-6361/202245353,2022,0,,0,0,,0,0,0,0,0,0,0,4,ipd_gof|ruwe|visibility
B,2212.12087,10.3847/2041-8213/acc17a,2022,0,,0,0,,0,0,0,0,0,0,0,0,
B,2301.00822,10.1088/1475-7516/2023/07/037,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2301.01370,10.3847/1538-3881/acaf88,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2301.01722,10.1051/0004-6361/202245476,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2301.03777,10.3847/1538-4357/acb20a,2023,0,,0,0,,0,0,0,0,0,0,0,1,excess_noise|ruwe
A,2301.04232,10.1051/0004-6361/202244782,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2301.05018,10.1093/mnras/stad149,2023,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
A,2301.10581,10.1093/mnras/stad301,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2301.11061,10.1051/0004-6361/202245219,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2301.12109,10.1093/mnras/stad343,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2301.13470,10.1093/mnras/stad327,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2302.00053,10.1093/mnras/stad380,2023,0,,0,1,20,0,0,0,0,0,0,0,0,ruwe
B,2302.02611,10.3847/1538-4365/acd53e,2023,0,,0,0,,0,0,0,0,0,0,0,1,ruwe
B,2302.02802,10.3847/1538-4365/aca09e,2023,0,,0,5,5,1,0,0,0,0,0,0,1,
A,2302.03455,10.1093/mnras/stad440,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2302.04138,10.3847/1538-3881/acba0b,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2302.04348,10.3847/1538-4357/acb4eb,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2302.05479,10.1093/mnras/stad1272,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2302.07714,10.3847/1538-3881/acdac7,2023,0,,0,0,,0,0,0,0,0,0,0,1,
B,2302.07880,10.1093/mnras/stad799,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2302.10024,10.1093/mnras/stad575,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2302.12778,10.3847/1538-3881/acbf3f,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2303.05743,10.1093/mnras/stad3294,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2303.09926,10.1051/0004-6361/202245399,2023,0,,0,0,,0,0,0,0,0,0,0,0,fidelity
B,2303.12841,10.1093/mnras/stad826,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2303.14073,10.1051/0004-6361/202346482,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2303.15253,10.1093/mnrasl/slad042,2023,0,,0,0,,0,0,0,0,0,0,0,0,excess_noise|gof_al|ipd_gof|ruwe|visibility
B,2303.15531,10.1093/mnras/stad2073,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2303.16224,10.3847/2041-8213/acd6f7,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2303.16357,10.3847/1538-3881/ace68c,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2303.17424,10.3847/1538-4357/acd115,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2304.00226,10.1051/0004-6361/202244737,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2304.01671,10.1093/mnras/stad1431,2023,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe|visibility
B,2304.02029,10.3847/1538-4357/ace2c6,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2304.02209,10.1093/mnras/stad1038,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe|visibility
A,2304.07158,10.1051/0004-6361/202346196,2023,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
B,2304.07322,10.1093/mnras/stad2306,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2304.08370,10.1093/mnras/stad1160,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2304.09206,10.1093/mnras/stad1212,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2304.11980,10.1051/0004-6361/202245717,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2304.12169,10.1093/mnras/stad2273,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2304.12490,10.3847/1538-3881/acd1ec,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2304.13951,10.3847/1538-4357/accf8b,2023,0,,0,1,10,0,0,0,0,0,0,0,0,
B,2304.14113,10.1088/1538-3873/acc974,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2305.00134,10.3847/1538-4357/acd17c,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2305.02514,10.1088/1674-4527/acd58b,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2305.03557,10.3847/1538-3881/accf19,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2305.04613,10.3847/1538-4357/ace101,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2305.09215,10.1093/mnras/stad1500,2023,0,,0,1,5,0,0,0,0,0,0,0,0,ruwe
A,2305.09414,10.3847/1538-4357/acd63a,2023,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
A,2305.10269,10.3847/1538-4365/acd6fa,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2305.11823,10.1093/mnras/stad1482,2023,0,,0,0,,0,0,0,0,0,0,0,1,fidelity
B,2305.16495,10.3847/2041-8213/acd93d,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2305.17755,10.3847/1538-3881/acd84c,2023,0,,0,0,,0,0,0,0,0,0,0,0,gof_al|ruwe
A,2305.18147,10.1007/s12036-023-09968-2,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2305.19319,10.3847/1538-3881/ad01bf,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2306.03140,10.1093/mnras/stad1719,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2306.03357,10.1093/mnrasl/slad069,2023,0,,0,0,,0,0,0,0,0,0,0,0,excess_noise|ipd_gof|ruwe
B,2306.04311,10.3847/1538-4357/acf314,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2306.06888,10.3847/1538-3881/acdd6f,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2306.08143,10.1093/mnras/stae712,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2306.08179,10.3847/1538-3881/acdee8,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2306.11276,,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2306.13130,10.3847/2041-8213/acf76b,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2306.13132,10.1093/mnras/stad1912,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2306.14025,10.1093/mnras/stad1891,2023,0,,0,0,,0,0,0,0,0,0,0,1,
A,2306.17545,10.3847/2041-8213/ace77d,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2307.01337,10.1051/0004-6361/202245706,2023,0,,0,0,,0,0,0,0,0,0,0,1,ruwe
A,2307.01688,10.1093/mnras/stad2020,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe|visibility
B,2307.03397,10.3847/1538-4357/ace4c9,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2307.05421,10.1051/0004-6361/202346469,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2307.05669,10.3847/1538-3881/ace68d,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2307.08959,10.3847/1538-3881/ad1ee8,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2307.10836,10.1051/0004-6361/202346590,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2307.13398,10.1093/mnras/stad3822,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2307.13719,10.1051/0004-6361/202346257,2023,0,,0,0,,0,0,0,0,0,0,0,3,ruwe
A,2308.00104,10.1093/mnras/stad1387,2023,0,,0,1,2,0,0,0,0,0,0,0,2,excess_noise|ipd_gof|ruwe|sigma5d|visibility
A,2308.05613,10.1051/0004-6361/202346720,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2308.08584,10.1093/mnras/stae297,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2308.09854,10.1093/mnras/stad2560,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2308.12330,10.1093/mnras/stae1017,2023,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
A,2308.12489,10.3847/1538-4365/acf3e3,2023,0,,0,0,,0,0,0,0,0,0,0,1,ipd_gof|ruwe
B,2308.13039,10.3847/1538-3881/acf4f0,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2308.14303,10.1093/mnras/stad2490,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2308.15919,10.3847/1538-4357/acf611,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2309.01546,10.1093/mnras/stad2679,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2309.02488,10.3847/1538-3881/acf768,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2309.05524,10.3847/1538-3881/acfaa1,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2309.05618,10.1088/1475-7516/2023/11/050,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2309.06860,10.3847/1538-4365/ace9be,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2309.10096,10.1051/0004-6361/202347519,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2309.10148,10.1051/0004-6361/202348005,2023,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
B,2309.10404,10.3847/1538-4357/ad0ed5,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2309.10862,10.1051/0004-6361/202345920,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2309.11390,10.1051/0004-6361/202244940,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2309.13453,10.1093/mnras/stad2952,2023,0,,0,0,,0,0,0,0,0,0,0,0,excess_noise|ruwe
B,2309.14605,10.3847/1538-3881/acff71,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2309.15905,10.1093/mnras/stad4005,2023,0,,0,0,,0,0,0,0,1,0,0,1,ruwe
B,2310.01293,10.1093/mnras/stad3288,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2310.02241,10.3847/1538-4357/acfda6,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2310.02256,10.3847/1538-3881/acffb0,2023,0,,0,0,,0,0,0,0,0,0,0,5,ipd_gof|ruwe
A,2310.03654,10.1051/0004-6361/202347919,2023,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
B,2310.05653,10.1093/mnras/stad3105,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2310.06295,10.1051/0004-6361/202347273,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2310.08890,10.1093/mnras/stad3036,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2310.13489,10.3847/1538-4357/ad05cb,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2310.15671,10.1093/mnras/stad3601,2023,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
A,2310.16257,10.1007/s10509-023-04249-4,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2310.19866,10.3847/1538-4357/ad2168,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2310.20099,10.3847/1538-4357/ad5834,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2310.20176,10.1093/mnras/stad3022,2023,0,,0,2,5,1,0,0,0,1,1,1,3,fidelity|gof_al|ruwe
A,2311.01827,10.1051/0004-6361/202346613,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe|visibility
A,2311.03199,10.1093/mnras/stae2397,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2311.03436,10.1093/mnras/stad3393,2023,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof
B,2311.04862,10.3847/1538-4357/ad083c,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2311.08358,10.1093/mnras/stae1806,2023,0,,0,0,,0,0,0,0,0,0,0,1,ruwe
B,2311.08461,10.3847/1538-3881/ad0a62,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2311.08489,10.3847/1538-3881/ad0bfd,2023,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
A,2311.08801,10.1093/mnras/stad3530,2023,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
B,2311.11454,10.1016/j.ppnp.2023.104083,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2311.12210,10.3847/1538-3881/ad0f93,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2311.17145,10.3847/2041-8213/ad5e63,2023,0,,0,0,,0,0,0,0,0,0,0,0,
A,2312.02260,10.3847/1538-3881/ad110e,2023,0,,0,1,10,0,0,0,0,0,0,0,0,
B,2312.02735,10.1093/mnras/stad3773,2023,0,,0,2,1,0,0,0,0,0,0,0,0,excess_noise|ruwe
B,2312.03162,10.1093/mnras/stae1823,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2312.05301,10.1093/mnras/stad3803,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2312.06776,10.1093/mnras/stad3845,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2312.08423,10.3847/1538-4357/ad1ff8,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2312.10158,10.1093/mnras/stad3911,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2312.11124,10.1051/0004-6361/202348995,2023,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
A,2312.11664,10.1051/0004-6361/202347767,2023,0,,0,0,,0,0,0,0,4,1,1,8,fidelity|ipd_gof|ruwe
A,2312.12827,10.1093/mnras/stad3950,2023,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2401.02484,10.3847/2041-8213/ad19c4,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2401.03959,10.3847/1538-4365/ad1eeb,2024,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
B,2401.04173,10.3847/1538-3881/ad1bed,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2401.05630,10.1093/mnras/stae128,2024,0,,0,0,,0,0,0,0,0,0,0,1,excess_noise|ruwe
B,2401.08546,10.1051/0004-6361/202347317,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2402.04919,10.3847/1538-4365/ad27d2,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2402.04946,10.3847/1538-3881/ad27cb,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2402.05720,10.3847/1538-4357/ad61e9,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2402.05991,10.3847/2041-8213/ad29f3,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2402.07346,10.3847/1538-3881/ad2855,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2402.07748,10.1093/mnras/stae439,2024,0,,0,0,,0,0,0,0,0,0,0,0,visibility
B,2402.09278,10.1051/0004-6361/202449263,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2402.13223,10.3847/1538-4365/ad2c0c,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2402.14960,10.1016/j.newar.2024.101705,2024,0,,0,1,1,0,0,0,0,0,0,0,0,excess_noise|ruwe|sigma5d
A,2402.15101,10.1038/s41550-024-02195-x,2024,0,,0,0,,0,0,0,0,0,0,0,0,excess_noise|ipd_gof|ruwe|sigma5d
A,2402.15438,10.1093/mnras/stae155,2024,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
B,2402.17384,10.3847/1538-4357/ad3038,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2403.03261,10.3847/1538-3881/ad3108,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2403.04592,10.3847/1538-3881/ad324e,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2403.04606,10.22201/ia.01851101p.2024.60.02.03,2024,0,,0,0,,0,0,0,0,2,1,1,6,ruwe
B,2403.06240,10.3847/1538-3881/ad53bf,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2403.12129,10.3847/1538-4357/ad856c,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2403.12146,10.1016/j.newar.2024.101694,2024,0,,0,0,,0,0,0,0,0,0,0,5,ipd_gof|ruwe
A,2403.12219,10.1051/0004-6361/202449560,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2403.15513,10.1051/0004-6361/202348319,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2404.02976,10.3847/1538-3881/ad3af7,2024,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
A,2404.05327,10.1051/0004-6361/202349115,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2404.08234,10.3847/1538-3881/ad3e6b,2024,0,,0,0,,0,0,0,0,0,0,0,0,excess_noise|ipd_gof|ruwe
B,2404.11022,10.1093/mnras/stae2207,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2404.12523,10.1051/0004-6361/202348220,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2404.14127,10.1051/0004-6361/202450172,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2404.14324,10.3847/1538-4357/ad3f1d,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2404.18099,10.1088/1475-7516/2025/02/001,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2404.19676,10.3847/1538-4357/ad47c2,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2405.00780,10.1088/1538-3873/ad5ebd,2024,0,,0,1,5,0,0,0,0,0,0,0,0,ipd_gof
B,2405.02423,10.3847/1538-4357/ad479b,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2405.02863,10.3847/1538-4365/ad4b17,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2405.02912,10.3847/2041-8213/ad70bb,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2405.03457,10.1134/s106377292309007x,2023,0,,0,0,,0,0,0,0,0,0,0,0,
B,2405.04314,10.1051/0004-6361/202450648,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2405.10379,10.3847/1538-3881/adc933,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2405.13395,10.1051/0004-6361/202450448,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2406.04288,10.3847/1538-3881/ad55ec,2024,0,,0,0,,0,0,0,0,1,0,0,0,ruwe
A,2406.07196,10.1051/0004-6361/202346330,2024,0,,0,0,,0,0,0,0,0,0,0,0,excess_noise|ruwe
A,2406.11593,10.1088/1538-3873/ad59c5,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2406.16474,10.1093/mnras/stae2696,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2406.18184,10.1093/mnras/stae1632,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2406.18631,10.3847/1538-3881/ad70b8,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2406.18638,10.1093/mnras/stae1506,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2406.18767,10.1051/0004-6361/202449828,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2407.01037,10.1051/0004-6361/202347732,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2407.02594,10.1093/mnras/stae1645,2024,0,,0,1,6,0,0,0,0,0,0,0,0,ruwe
B,2407.03284,10.3847/1538-4357/ad5f2b,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2407.04765,10.3847/1538-3881/ad5d76,2024,0,,0,1,10,0,0,0,0,0,0,0,0,ruwe
B,2407.06257,10.3847/1538-4357/ad944a,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2407.06280,10.1093/mnras/stae1842,2024,0,,0,0,,0,0,0,0,0,0,0,0,excess_noise
B,2407.07187,10.3847/1538-3881/ad6f07,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2407.10823,10.1051/0004-6361/202450870,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2407.12583,10.1051/0004-6361/202450637,2024,0,,0,0,,0,0,0,0,2,0,0,1,ruwe
B,2407.16760,10.1088/1538-3873/ad7981,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2407.18763,10.3847/1538-4357/ad6303,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2407.18828,10.1051/0004-6361/202347583,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2407.19219,10.1093/mnras/stae1851,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2407.20949,10.3847/1538-4357/ad697f,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2408.00725,10.3847/1538-3881/ad6b7f,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2408.01411,10.1051/0004-6361/202451591,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2408.03985,10.3847/1538-3881/addd21,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2408.04697,10.1103/physrevd.111.043029,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2408.05423,10.3847/1538-3881/ad7025,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2408.10038,10.3847/2041-8213/ad7469,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2408.11511,10.3847/1538-4357/ad71ce,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2408.13618,10.1093/mnras/stae1820,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2408.14694,10.3847/1538-3881/ad7796,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2408.17370,10.3847/1538-4365/ad697b,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2409.01371,10.3847/1538-3881/ada7ea,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2409.01891,10.3847/1538-4365/ad85de,2024,0,,0,0,,0,0,0,0,3,0,0,4,
B,2409.02468,10.1103/physrevd.111.043042,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2409.04524,10.1051/0004-6361/202449951,2024,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
B,2409.09563,10.3847/1538-4357/ad7731,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2409.10622,10.3847/1538-4357/ad7a6e,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2409.16992,10.1051/0004-6361/202449335,2024,0,,0,0,,0,0,0,0,0,0,0,0,excess_noise|ipd_gof|ruwe
A,2409.16993,10.1051/0004-6361/202451745,2024,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
A,2410.00114,10.3847/1538-4357/adbf08,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2410.01625,10.3847/1538-3881/ad83d3,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2410.02737,10.1051/0004-6361/202451306,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2410.05654,10.3847/1538-3881/ada9e1,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2410.05974,10.1051/0004-6361/202450677,2024,0,,0,0,,0,0,0,0,0,0,0,0,gof_al|ruwe
B,2410.06247,10.1093/mnras/stae2310,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2410.06335,10.3847/1538-4357/ad86bb,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2410.06754,10.1093/mnras/stae2265,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2410.11037,10.3847/1538-3881/ad9a87,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2410.11568,10.1093/mnrasl/slae106,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2410.14372,10.1051/0004-6361/202450600,2024,0,,0,0,,0,0,0,0,0,0,0,3,excess_noise|ipd_gof|ruwe
A,2410.20194,10.3847/1538-4357/ad8ebb,2024,0,,0,0,,0,0,0,0,0,0,0,1,fidelity|ruwe
B,2411.00088,10.33232/001c.125461,2024,0,,0,1,10,0,0,0,0,1,0,1,35,ipd_gof|ruwe
B,2411.03454,10.1051/0004-6361/202451621,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2411.03994,10.3847/1538-4365/ada895,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2411.09905,10.3847/2041-8213/adb751,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2411.17819,10.1051/0004-6361/202452637,2024,0,,0,0,,0,0,0,0,0,0,0,1,visibility
B,2412.05002,10.1089/ast.2023.0076,2024,0,,0,0,,0,0,0,0,0,0,0,0,
A,2412.07840,10.1093/mnras/staf308,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2412.08333,10.1017/pasa.2024.131,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2412.08465,10.3847/1538-3881/ad9923,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2501.02587,10.3847/1538-3881/ada5fa,2025,0,,0,0,,0,0,0,0,0,0,0,0,gof_al|ruwe
A,2501.03844,10.3847/1538-3881/ad7fe7,2024,0,,0,0,,0,0,0,0,0,0,0,0,
B,2501.06295,10.1093/mnras/stae2797,2024,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2501.08486,10.1051/0004-6361/202453588,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2501.13656,10.1093/mnras/staf152,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2501.13809,10.3847/1538-3881/ada8a1,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2501.14025,10.1088/1538-3873/add5a1,2025,0,,0,2,5,0,0,0,0,0,0,0,0,
B,2501.14462,10.1051/0004-6361/202450311,2025,0,,0,1,3,0,0,0,0,0,0,0,0,excess_noise|ruwe
B,2501.14494,10.3847/1538-4365/addf3a,2025,0,,0,2,10,0,0,0,0,0,0,0,0,ruwe
B,2501.14955,10.3847/1538-4357/adaf1f,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2501.16554,10.3847/1538-3881/adbb54,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2501.17236,10.1051/0004-6361/202453606,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2501.18719,10.1051/0004-6361/202348735,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe|visibility
B,2502.01285,10.1051/0004-6361/202452135,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2502.01910,10.3847/1538-4365/adb614,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2502.08068,10.3847/1538-3881/adba44,2025,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe|visibility
